HEADER
VTF File Version,1.1
VTF File Type,0
PID,2081276
Generated on,2026-06-29 22:49:25
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,2081279

STRUCTURE
Group_Start,User and Internal Events
Dynamic_Row,1,General,User Events from APIs and Internally Generated Events
Group_End,User and Internal Events

MAPPING
2410,0:13:94901608246416
2039,0:13:94901608275344
979,0:13:94901608473824
2431,0:13:94901608553408
2451,0:13:94901608824736
2240,0:13:94901608848176
680,0:13:94901609033536
987,0:13:94901609108672
988,0:13:94901609166560
773,0:13:94901609176416
774,0:13:94901609177056
3335,0:13:94901609197520
984,0:13:94901609236832
981,0:13:94901609471968
982,0:13:94901609508832
1887,0:13:94901609565024
999,0:13:94901609775072
985,0:13:94901609885664
2582,0:13:94901609893840
986,0:13:94901609938912
990,0:13:94901609993376
2324,0:13:94901610057696
3026,0:13:94901610147792
643,0:13:94901610227920
3852,0:13:94901610307536
697,0:13:94901610318832
992,0:13:94901610520544
2599,0:13:94901610524624
4883,0:13:94901610766288
993,0:13:94901610802368
689,0:13:94901610842640
690,0:13:94901610843104
562,0:13:94901610991584
278,0:13:94901611069408
896,0:13:94901611175760
1859,0:13:94901611176688
948,0:13:94901611564768
2622,0:13:94901611585488
949,0:13:94901611656768
4444,0:13:94901611671504
3672,0:13:94901611691984
714,0:13:94901611761264
950,0:13:94901611773920
2420,0:13:94901611810784
952,0:13:94901611996672
951,0:13:94901612275376
960,0:13:94901612275776
809,0:13:94901612285776
2322,0:13:94901612307936
955,0:13:94901612363744
345,0:13:94901612507104
2239,0:13:94901612514352
954,0:13:94901612579392
1842,0:13:94901612581680
3784,0:13:94901612613584
4261,0:13:94901612617680
3149,0:13:94901612711888
503,0:13:94901612720096
895,0:13:94901612799744
1992,0:13:94901613153264
3912,0:13:94901613162448
921,0:13:94901613342464
3763,0:13:94901613518800
2035,0:13:94901613629408
3161,0:13:94901613662160
3019,0:13:94901613703120
920,0:13:94901613740000
457,0:13:94901613838304
3492,0:13:94901614006224
904,0:13:94901614075440
2374,0:13:94901614153696
3872,0:13:94901614161872
905,0:13:94901614247904
907,0:13:94901614366688
1799,0:13:94901614575584
3273,0:13:94901614727120
3031,0:13:94901614841808
488,0:13:94901614956512
2800,0:13:94901615161296
656,0:13:94901615213072
264,0:13:94901615247328
2674,0:13:94901615484880
957,0:13:94901615614848
2292,0:13:94901615689696
958,0:13:94901615705936
1991,0:13:94901615851216
797,0:13:94901616080736
570,0:13:94901616163312
893,0:13:94901616182352
2761,0:13:94901616222160
3522,0:13:94901616279504
2135,0:13:94901616776192
4339,0:13:94901616795600
927,0:13:94901616918160
1857,0:13:94901616935792
266,0:13:94901617242080
547,0:13:94901617512416
931,0:13:94901617534624
258,0:13:94901617586144
945,0:13:94901617857760
941,0:13:94901617878752
939,0:13:94901617974112
723,0:13:94901618102144
1779,0:13:94901618110288
4820,0:13:94901618188240
2102,0:13:94901618216928
4103,0:13:94901618225104
942,0:13:94901618330496
370,0:13:94901618597856
940,0:13:94901618599648
885,0:13:94901618638528
887,0:13:94901618666400
884,0:13:94901618726976
555,0:13:94901618741216
2040,0:13:94901620159952
1760,0:13:94901620352176
3064,0:13:94901620367312
914,0:13:94901620556672
713,0:13:94901620612432
