backend,batch_size,graphs_in_batch,sample,N_total,E_total,h2d_ms,prep_ms,graph_ms,forward_ms,d2h_ms,compute_ms,transfer_ms,e2e_ms,compute_ms_per_graph,transfer_ms_per_graph,e2e_ms_per_graph,graphs_per_s,nodes_per_s
gpu_eager,1,1,73,34,142,0.0331199988722801,0.2426880002021789,0.289792001247406,1.274880051612854,0.0405119992792606,1.517568051815033,0.0736319981515407,1.5912000499665735,1.517568051815033,0.0736319981515407,1.5912000499665735,628.4564910747753,21367.52069654236
gpu_eager,1,1,74,24,78,0.032159999012947,0.2437119930982589,0.2908160090446472,1.27183997631073,0.0409279987215995,1.515551969408989,0.0730879977345466,1.5886399671435356,1.515551969408989,0.0730879977345466,1.5886399671435356,629.469244562729,15107.261869505495
gpu_eager,1,1,75,21,32,0.0392000004649162,0.2355200052261352,0.2898559868335724,1.287168025970459,0.0418879985809326,1.5226880311965942,0.0810879990458488,1.603776030242443,1.5226880311965942,0.0810879990458488,1.603776030242443,623.5284610462908,13094.097681972107
gpu_eager,1,1,76,22,90,0.033695999532938,0.2365439981222152,0.289792001247406,1.2840960025787354,0.0412800014019012,1.5206400007009506,0.0749760009348392,1.59561600163579,1.5206400007009506,0.0749760009348392,1.59561600163579,626.7172044995929,13787.778498991043
gpu_eager,1,1,77,18,64,0.0335679985582828,0.2355200052261352,0.2928639948368072,1.2912640571594238,0.0405119992792606,1.526784062385559,0.0740799978375434,1.6008640602231026,1.526784062385559,0.0740799978375434,1.6008640602231026,624.6626586523756,11243.92785574276
gpu_eager,1,1,78,24,50,0.0333120003342628,0.2352640032768249,0.298880010843277,1.2749119997024536,0.0408959984779357,1.5101760029792786,0.0742079988121986,1.5843840017914772,1.5101760029792786,0.0742079988121986,1.5843840017914772,631.1601220848551,15147.842930036522
gpu_eager,1,1,79,26,102,0.0337279997766017,0.2365439981222152,0.2961600124835968,1.277887940406799,0.0403520017862319,1.5144319385290146,0.0740800015628337,1.5885119400918484,1.5144319385290146,0.0740800015628337,1.5885119400918484,629.5199770057627,16367.519402149832
gpu_eager,1,1,80,63,580,0.0346239991486072,0.2406399995088577,0.2959359884262085,1.2861440181732178,0.0416000001132488,1.5267840176820755,0.076223999261856,1.6030080169439316,1.5267840176820755,0.076223999261856,1.6030080169439316,623.827198260966,39301.11349044086
gpu_eager,1,1,81,31,94,0.0345279984176158,0.2426880002021789,0.289792001247406,1.2840960025787354,0.040863998234272,1.5267840027809143,0.0753919966518879,1.6021759994328022,1.5267840027809143,0.0753919966518879,1.6021759994328022,624.1511546509355,19348.685794179
gpu_eager,1,1,82,25,108,0.0384319983422756,0.2364159971475601,0.2908160090446472,1.277951955795288,0.0421440005302429,1.5143679529428482,0.0805759988725185,1.5949439518153667,1.5143679529428482,0.0805759988725185,1.5949439518153667,626.9812797257227,15674.531993143068
